Countries,Yield,Predictions_0 days before harvest,Predictions_16 days before harvest,Predictions_32 days before harvest,Predictions_48 days before harvest,Predictions_64 days before harvest,Predictions_80 days before harvest,Predictions_96 days before harvest,Predictions_112 days before harvest,Predictions_128 days before harvest,Error_0 days before harvest (%),Error_16 days before harvest (%),Error_32 days before harvest (%),Error_48 days before harvest (%),Error_64 days before harvest (%),Error_80 days before harvest (%),Error_96 days before harvest (%),Error_112 days before harvest (%),Error_128 days before harvest (%)
Nepal,2961.1,2527.46799,2513.74222,2543.57281,2641.62361,2602.30964,2620.9839,2464.30627,2358.53318,2307.54183,-14.64428793,-15.10782412,-14.10040829,-10.78911182,-12.11679308,-11.48614029,-16.77733714,-20.34942488,-22.07146567
Netherlands (Kingdom of the),8537.1,9366.87047,9368.40422,9410.32582,9371.04364,9233.95647,10647.30592,9725.04135,9769.02537,10458.30958,9.719582411,9.737548114,10.22860011,9.76846517,8.162683698,24.71806492,13.91504551,14.43025582,22.50424125
New Caledonia,9241,4833.13973,4708.85761,4792.56594,4739.85888,4727.70788,4956.88883,4960.51541,4774.95079,5299.02912,-47.69895325,-49.04385229,-48.13801602,-48.70837702,-48.83986711,-46.35982221,-46.32057775,-48.32863554,-42.65740591
New Zealand,12212.4,10757.23709,10716.9981,10787.73989,10782.93516,10761.6019,10692.96033,10699.49589,10649.12185,10838.01906,-11.91545405,-12.24494694,-11.66568496,-11.705028,-11.87971324,-12.44177778,-12.38826201,-12.80074473,-11.25397907
Nicaragua,1240.8,1646.36377,1785.69722,1807.85728,2001.57168,1903.22247,,,,,32.68566812,43.91499194,45.70094133,61.31299807,53.38672389,,,,
Niger,756.9,1035.16648,1047.79156,1045.91855,1064.89662,1054.48201,1064.9777,,,,36.76396882,38.43196723,38.18450918,40.69185097,39.3158951,40.70256309,,,
Nigeria,2050.6,2170.39534,2237.49248,2284.3395,2476.9872,2761.32244,2812.82581,1883.80597,,,5.841965278,9.114038818,11.39859066,20.79328977,34.65924315,37.17086755,-8.133913489,,
North Macedonia,4597.9,5965.94633,5951.13118,5912.66435,5843.88192,5715.84991,5816.85896,5564.19833,6425.78258,,29.75372083,29.43150525,28.59488788,27.09893473,24.31435895,26.51121077,21.01607973,39.75472672,
Oman,8597.4,7332.98661,7234.24332,7163.27343,7302.15709,7192.75506,7164.19999,7192.08517,7254.90436,7506.68415,-14.70692756,-15.85545258,-16.68093342,-15.06551876,-16.3380201,-16.67015621,-16.34581187,-15.61513527,-12.68657792
Pakistan,6305.4,3997.43397,4035.13302,4340.51892,4358.78937,4361.72434,4224.98287,,,,-36.60300742,-36.00512228,-31.16187839,-30.87211961,-30.82557268,-32.99421337,,,
Panama,2389,1924.06472,1981.95206,1992.64689,2083.94145,2133.67372,,,,,-19.46150188,-17.03842361,-16.59075387,-12.76929887,-10.68757974,,,,
Papua New Guinea,5523.7,5071.57981,5086.82588,5072.71126,5055.52283,5079.21795,5062.3449,5062.74158,5017.48768,4994.11624,-8.185096765,-7.909084853,-8.164613212,-8.475789235,-8.046817351,-8.352283795,-8.345102377,-9.164370259,-9.587482304
Paraguay,5304.2,3027.84798,3098.70466,3143.21635,3234.57509,3263.85066,3285.31784,3320.88059,3543.04059,3628.07363,-42.91602918,-41.5801693,-40.7409911,-39.0186062,-38.46667433,-38.06195392,-37.39148995,-33.20311093,-31.59998435
Peru,3326.1,3104.08764,3081.30407,3107.53392,3091.60877,3103.9835,3094.81586,3090.9808,3129.37329,3142.27687,-6.674855236,-7.359848772,-6.571241995,-7.050035477,-6.67798623,-6.953613541,-7.068915547,-5.91463606,-5.52668681
Philippines,3179,2537.76802,2703.81549,2697.7048,2655.41713,2770.87776,2723.27482,2662.04158,,,-20.17087071,-14.94760963,-15.13983014,-16.47004939,-12.83806983,-14.33548852,-16.26166782,,
Poland,7076.3,7768.53448,7636.98356,7568.80103,7512.36613,7629.78726,7683.29029,7419.2665,7482.80619,7546.95438,9.782435454,7.923400082,6.959866456,6.162346565,7.82170428,8.577791925,4.846692481,5.744614982,6.651136611
Portugal,9345,7782.73112,7801.23137,7788.42372,7965.85477,8324.37475,8721.96799,8241.13717,8525.03657,7631.07036,-16.71769802,-16.51972852,-16.65678202,-14.7581084,-10.92161851,-6.667009203,-11.81233633,-8.774354521,-18.3406061
Puerto Rico,4378.4,3318.58547,3453.12408,3418.39347,3477.37247,3451.75108,3448.62299,3500.06551,3714.04778,,-24.20552097,-21.13274073,-21.92596679,-20.57892221,-21.16409921,-21.23554289,-20.06062694,-15.1734017,
Qatar,12460.5,14131.71467,14124.29299,14007.96687,13778.73247,13584.02168,13727.87625,13966.66435,13001.78815,13053.51614,13.41209959,13.35253794,12.41897893,10.57929032,9.016666105,10.17115084,12.08751134,4.344032342,4.759168091
Republic of Korea,5870,4573.20944,4524.82561,4546.41845,4547.3985,4576.86328,4616.42106,4628.7606,4637.15531,4781.32978,-22.09183237,-22.91608842,-22.54823765,-22.53154174,-22.02958637,-21.35568893,-21.1454753,-21.00246491,-18.54634106
Republic of Moldova,1867.3,5395.96142,5423.45595,5306.96078,5286.95983,5901.88769,5959.50081,5022.30464,5379.8977,,188.9713179,190.4437396,184.2050436,183.1339276,216.0653184,219.1506887,168.9607797,188.1110534,
Romania,3974.2,3733.50515,3887.20341,3952.91437,4033.30367,4130.83056,4184.9671,4092.04187,,,-6.056435257,-2.189034019,-0.53559534,1.487184087,3.941184641,5.303384329,2.96517211,,
Russian Federation,5080.5,5009.6941,4978.94105,4973.78616,4553.20767,4377.53118,4388.16377,4537.7811,4398.73702,3952.58154,-1.393679756,-1.998995178,-2.100459404,-10.37874875,-13.83660703,-13.62732467,-10.6823915,-13.41921031,-22.20093416
Rwanda,1523.7,1515.50712,1525.38601,1501.18092,1516.79542,1495.97742,1483.48352,1512.79048,1510.94434,1494.55841,-0.537696397,0.110652359,-1.477920851,-0.453145632,-1.819425084,-2.639396207,-0.715988712,-0.837150358,-1.912554309
Sao Tome and Principe,2040.2,2408.04289,2307.20152,2274.66262,2209.16569,2213.48311,2179.76445,2180.54835,2215.62451,2213.20967,18.02974659,13.08702676,11.49213901,8.28181992,8.493437408,6.840723949,6.879146652,8.598397706,8.480034801
Saudi Arabia,4470.7,5461.93932,5188.95933,5130.24748,5133.77588,5135.07783,5278.89405,5634.63468,5981.5342,5809.08251,22.17190418,16.06592547,14.75266692,14.83158968,14.86071152,18.07757286,26.03473013,33.79413067,29.93675509
Senegal,2654.9,1721.49459,1762.97461,1767.80877,1814.54268,1782.44162,,,,,-35.15783683,-33.59544201,-33.41335757,-31.65306867,-32.86219368,,,,
Serbia,7900,6879.66356,6873.01409,6767.28104,6757.1926,6694.48517,6994.18016,6380.02433,6567.73456,6008.88603,-12.91565114,-12.99982165,-14.33821468,-14.46591646,-15.25968139,-11.46607392,-19.24019835,-16.86411949,-23.93815152
Sierra Leone,1625.1,1563.19435,1371.44041,1565.71052,1642.62502,1660.74501,1474.99535,,,,-3.80934404,-15.60886038,-3.654512338,1.078396406,2.193404098,-9.236640822,,,
Slovakia,8578.8,8284.86814,8297.06486,8335.62367,8297.42154,8295.00704,9049.9273,8351.40035,8557.79653,9109.73138,-3.426258451,-3.284085653,-2.834619411,-3.279927962,-3.308072924,5.491762251,-2.650716301,-0.24482993,6.188876999
Slovenia,10792.1,8036.25614,8069.21104,8030.88812,7957.88092,7932.746,8478.49701,7696.00427,8048.77537,8174.26233,-25.53575171,-25.23039038,-25.58549198,-26.26197941,-26.49488051,-21.43793136,-28.68853819,-25.41974806,-24.25698122
Somalia,750,1429.69281,1439.76911,1430.8868,1467.03039,1380.31017,1586.87429,1397.50925,1192.09098,,90.625708,91.96921467,90.78490667,95.604052,84.041356,111.5832387,86.33456667,58.945464,
South Africa,5447.8,4309.45134,4391.11194,4401.04363,4327.44667,4290.03367,4437.14333,,,,-20.89556628,-19.39660156,-19.21429513,-20.5652434,-21.25199769,-18.55164782,,,
South Sudan,884.7,2162.64139,2058.25813,2117.39925,2437.12908,2888.60547,1719.31593,1260.60961,,,144.4491229,132.6504047,139.3352831,175.4751984,226.5067786,94.33886402,42.49006556,,
Spain,12258.1,9313.64435,9335.73161,9260.50762,9740.92736,9767.81603,9820.88862,9615.60721,9637.14677,8821.64534,-24.02048972,-23.8403047,-24.45397231,-20.53476999,-20.31541568,-19.88245633,-21.55711562,-21.38139867,-28.03415423
Sri Lanka,4006.7,3293.56602,3278.98066,3233.60535,3235.70093,3267.15308,3293.55876,3274.66596,3181.4505,3078.30252,-17.79853695,-18.16256121,-19.29504705,-19.24274515,-18.45775626,-17.79871815,-18.27024833,-20.59673796,-23.17112537
Sudan,702,1155.24286,1189.04958,1217.09302,1347.25392,1319.98645,1166.39822,1880.70486,2710.77959,,64.56450997,69.38028205,73.37507407,91.91651282,88.03225783,66.15359259,167.9066752,286.1509387,
Suriname,2533.3,2853.68146,2870.22148,2962.21432,2962.52783,2915.68098,2928.34947,2899.19542,2846.39198,2811.22707,12.64680298,13.2997071,16.9310512,16.94342676,15.09418466,15.59426321,14.44343031,12.35905657,10.97094975
Sweden,6756.8,4342.95729,4240.54613,4285.35068,4399.7676,4593.63242,4795.56386,4598.16546,4391.79667,5728.20734,-35.72464347,-37.24031894,-36.57721584,-34.88385626,-32.01467529,-29.0261091,-31.94758673,-35.00182527,-15.22307394
Switzerland,11000,8950.21014,9023.99219,9101.92826,9150.04891,9156.45088,9366.36993,9641.37477,9653.50085,9775.48767,-18.63445327,-17.96370736,-17.25519764,-16.81773718,-16.75953745,-14.85118245,-12.35113845,-12.24090136,-11.13193027
Syrian Arab Republic,4504.3,4000.81485,3731.18386,3740.98581,3703.4341,3508.18531,3355.75487,2937.99003,2881.78804,,-11.17787781,-17.16395755,-16.94634438,-17.78003019,-22.11475013,-25.49885953,-34.77366006,-36.02140088,
Tajikistan,13460.4,11389.33098,11415.10097,11502.28281,11418.43201,11642.72378,11844.46167,,,,-15.3863854,-15.19493499,-14.54724369,-15.17018803,-13.50387968,-12.0051286,,,
Thailand,4453.6,3062.24368,3677.36436,3808.08905,3293.91809,3628.77626,3965.74378,,,,-31.24116041,-17.42939734,-14.49413845,-26.03920222,-18.52038216,-10.9541993,,,
Timor-Leste,2668.6,2044.92954,2069.98409,2023.74651,2002.37623,2010.29313,1942.96931,1906.90381,2235.72792,3053.69893,-23.37069849,-22.43183355,-24.16448662,-24.96529154,-24.66862287,-27.19143708,-28.54291351,-16.22094282,14.43074758
Togo,1226,1292.75555,1310.87367,1325.52425,1562.70436,1672.24812,1333.53891,1242.43463,1242.59436,1232.87142,5.444987765,6.922811582,8.117801794,27.4636509,36.39870473,8.771526101,1.340508157,1.353536705,0.560474715
Trinidad and Tobago,1666.7,2234.90448,2225.26232,2249.80156,2225.16836,2187.72974,2125.46817,,,,34.09158697,33.51306894,34.98539389,33.50743145,31.26115918,27.52553969,,,
Turkiye,9412.7,8613.2296,8571.76768,8553.79519,8516.09513,8491.39359,8575.10249,8679.08362,8735.19409,8531.97178,-8.493528956,-8.934018082,-9.124956814,-9.525480149,-9.787907933,-8.898589246,-7.793899519,-7.197785014,-9.356807505
Turkmenistan,3658.9,3976.89852,4189.15329,4432.40287,4754.07784,5024.79809,6685.54086,,,,8.691096231,14.49215037,21.14031184,29.93188773,37.3308396,82.71996666,,,
Uganda,3326.6,2178.56869,2100.86544,2082.21645,2028.73168,2066.32624,2076.28424,2057.40052,2093.27301,,-34.51065081,-36.84646666,-37.40706878,-39.01485962,-37.88473997,-37.5853953,-38.15305357,-37.0747006,
Ukraine,5617.5,5545.13155,5535.27551,5410.51592,5093.97031,4706.89784,4384.62329,3950.71197,4052.66204,4098.28784,-1.288267913,-1.463720338,-3.684629818,-9.31962065,-16.21009631,-21.94707094,-29.671349,-27.85648349,-27.04427521
United Arab Emirates,18982.7,20700.10301,20358.38604,20506.75714,19892.92591,20122.84853,19964.26747,19830.82173,20184.96235,20200.95284,9.047200925,7.247051473,8.028663678,4.795028684,6.006250586,5.170852776,4.467866689,6.333463364,6.417700538
United Republic of Tanzania,1597.9,1906.95462,1778.5534,1805.60691,1872.73204,1694.47718,1724.10764,2026.92737,1636.3272,1578.39355,19.34129921,11.3056762,12.99874272,17.19957694,6.044006509,7.898344077,26.84945053,2.404856374,-1.220755366
United States of America,10760.5,9761.1908,9810.62601,9834.08877,9851.32014,9966.98882,9836.65171,9651.83566,9551.57242,9459.01914,-9.286828679,-8.82741499,-8.609369732,-8.449234329,-7.374296548,-8.585551694,-10.30309316,-11.23486437,-12.09498499
Uruguay,6539,5507.57306,5416.69816,5241.51976,5199.4306,5318.45487,5392.06588,5512.09117,5507.95214,5532.064,-15.77346597,-17.16320294,-19.84218137,-20.48584493,-18.66562364,-17.5399009,-15.70437116,-15.76766876,-15.3989295
Uzbekistan,9762,8701.25501,9173.89069,9612.16804,9846.42881,9743.14599,9386.42071,,,,-10.86606218,-6.02447562,-1.534849006,0.864872055,-0.193136755,-3.84736007,,,
Vanuatu,617.5,971.65868,975.79577,847.88408,851.02444,871.19317,886.22537,832.76415,911.78077,973.18507,57.35363239,58.02360648,37.30916275,37.81772308,41.08391417,43.51827854,34.86059109,47.65680486,57.60082105
Venezuela (Bolivarian Republic of),4148.7,3175.94892,3173.37425,3186.78757,3200.68547,3168.10216,3242.70855,2378.60512,2518.72488,3081.01804,-23.44712994,-23.50918963,-23.18587582,-22.85088172,-23.63626775,-21.83796008,-42.66625401,-39.28881626,-25.73533782
Viet Nam,4851.3,4199.94674,4231.39823,4252.14966,4208.46752,4222.20595,,,,,-13.4263653,-12.77805475,-12.35030487,-13.2507262,-12.96753551,,,,
Yemen,2279.7,1446.98067,1440.9311,1454.40185,1374.60872,1369.21264,,,,,-36.52758389,-36.79295083,-36.20205071,-39.70220994,-39.93891126,,,,
Zambia,2540.2,2130.43202,2138.95951,2183.71798,2250.90735,2266.29239,2285.5724,2299.93885,2367.03129,2363.98193,-16.13132745,-15.79562593,-14.03362019,-11.38857767,-10.78291512,-10.02391938,-9.458355641,-6.817128966,-6.937173057
Zimbabwe,1180.1,851.4269,868.45225,918.067,988.69029,983.21539,1027.37321,925.59558,1386.74256,1543.10358,-27.85129226,-26.40858826,-22.20430472,-16.21978731,-16.68372257,-12.94185154,-21.56634353,17.51059741,30.76040844
